Numero_dossier_ID,Client,Formule,date.ouverture,heure.ouverture,Matricule.de.traitement,Cause.intervention,date.de.survenance,Type.d.energie,Outil.d.assistance,Assistance.ou.Administratif,TOP.D.R,TOP.VR,TOP.Rappat.valide,TOP.Poursuite,TOP.Recup,TOP.Autres.Garanties,flag_auto_creation,mois_ouverture,temps_total_sec,nb_intervenants,temps_total_min,Apprentissage_Test,mois
8205599,C1,F27,2021-12-31,13:45:00,871,Panne mécanique,2021-12-31,Hybride,Higgins,Assistance,1,0,0,0,0,0,0,2021-12,0.0,2.0,0.0,Test,2021-12
8206343,C7,F12,2021-06-11,13:42:00,607,"Clés, Carburant, Crevaison",2021-06-11,Diesel,MCS,Assistance,0,0,0,0,0,1,0,2021-06,0.0,3.0,0.0,Test,2021-06
6333886,C3,F5,2022-11-28,17:05:00,2286,Panne mécanique,2022-11-28,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,1025.0,1.0,17.083333333333332,Apprentissage,2022-11
7439737,C4,F4,2021-05-10,25:00:00,1195,Panne mécanique,2021-05-10,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-05,293.0,2.0,4.883333333333334,Apprentissage,2021-05
5973893,C4,F4,2022-07-19,16:47:00,171,Panne mécanique,2022-07-19,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2022-07,473.0,1.0,7.883333333333334,Apprentissage,2022-07
8130822,C4,F23,2021-05-09,13:10:00,1164,Accident,2021-05-09,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-05,942.0,1.0,15.7,Apprentissage,2021-05
6844381,C4,F4,2021-05-01,12:00:00,772,Accident,2021-05-01,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2021-05,1402.0,3.0,23.366666666666667,Apprentissage,2021-05
7429444,C1,F1,2022-08-23,21:53:00,2155,Accident,2022-08-23,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2022-08,6279.0,7.0,104.65,Apprentissage,2022-08
5891587,C1,F1,2021-05-17,08:24:00,1168,Panne mécanique,2021-05-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-05,238.0,1.0,3.966666666666667,Apprentissage,2021-05
8332709,C8,F13,2022-11-23,11:44:00,1022,Panne mécanique,2022-11-23,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,0.0,1.0,0.0,Test,2022-11
5491657,C5,F142,2022-05-15,07:00:00,1826,Panne mécanique,2022-05-15,Electricité,MCS,Assistance,1,0,0,0,0,0,0,2022-05,1067.0,2.0,17.783333333333335,Apprentissage,2022-05
7692244,C1,F0,2021-08-07,16:38:00,225,"Clés, Carburant, Crevaison",2021-08-07,Essence,MCS,Assistance,1,0,1,0,0,0,0,2021-08,408.0,2.0,6.8,Apprentissage,2021-08
8028889,C17,F39,2022-08-18,20:56:00,171,Panne mécanique,2022-08-18,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2022-08,267.0,2.0,4.45,Apprentissage,2022-08
5651085,C16,F38,2021-03-31,16:55:00,1139,Panne mécanique,2021-03-31,Autre,MCS,Assistance,1,1,0,0,0,0,0,2021-03,3175.0,11.0,52.916666666666664,Apprentissage,2021-03
7754740,C4,F8,2022-08-09,19:23:00,788,"Clés, Carburant, Crevaison",2022-08-09,Diesel,MCS,,1,0,0,0,0,0,0,2022-08,183.0,1.0,3.05,Apprentissage,2022-08
5966243,C7,F58,2021-01-05,14:49:00,667,Vol / Vandalisme,2020-12-30,Diesel,MCS,Assistance,1,0,0,0,0,1,0,2021-01,4327.0,6.0,72.11666666666666,Apprentissage,2021-01
7673977,C10,F17,2022-06-27,14:13:00,1799,Panne mécanique,2022-06-27,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-06,637.0,1.0,10.616666666666667,Apprentissage,2022-06
6537024,C9,F45,2021-03-11,08:50:00,1019,"Clés, Carburant, Crevaison",2021-03-11,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-03,286.0,2.0,4.766666666666667,Apprentissage,2021-03
8459171,C7,F170,2021-06-07,08:55:00,2034,Panne mécanique,,Diesel,MCS,,1,0,0,0,0,0,0,2021-06,0.0,1.0,0.0,Test,2021-06
7751945,C4,,2022-11-22,08:07:00,1326,Panne mécanique,2022-11-22,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,89.0,1.0,1.4833333333333334,Apprentissage,2022-11
7143569,C4,F4,2021-03-11,15:47:00,419,Panne mécanique,2021-03-11,Hybride,MCS,Assistance,1,0,0,0,0,0,0,2021-03,3940.0,6.0,65.66666666666667,Apprentissage,2021-03
6667635,C1,F18,2021-07-26,12:58:00,293,Panne mécanique,2021-07-26,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-07,1770.0,5.0,29.5,Apprentissage,2021-07
8471593,C3,F5,2021-09-21,17:57:00,256,Panne mécanique,2021-09-21,Diesel,MCS,,1,0,0,0,0,0,0,2021-09,0.0,1.0,0.0,Test,2021-09
5521095,C1,F1,2022-07-19,11:41:00,1902,Accident,2022-07-19,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-07,843.0,2.0,14.05,Apprentissage,2022-07
6885083,C4,F8,2022-02-16,14:21:00,171,Panne mécanique,2022-02-16,Essence,MCS,Assistance,1,0,0,0,0,0,1,2022-02,,,,Test,2022-02
6290707,C4,F23,2021-01-13,08:22:00,796,Accident,2021-01-13,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-01,1078.0,3.0,17.966666666666665,Apprentissage,2021-01
5810973,C12,F26,2021-10-20,09:39:00,345,Panne mécanique,2021-10-20,Autre,MCS,Assistance,1,0,0,0,0,0,0,2021-10,171.0,1.0,2.85,Apprentissage,2021-10
6971960,C3,F5,2021-07-20,16:31:00,305,Panne mécanique,2021-07-20,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-07,884.0,2.0,14.733333333333333,Apprentissage,2021-07
8088300,C16,F38,2022-07-10,07:27:00,517,Panne mécanique,2022-07-10,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-07,218.0,1.0,3.6333333333333333,Apprentissage,2022-07
6447600,C1,F0,2022-11-03,10:27:00,1369,Panne mécanique,2022-11-03,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,879.0,1.0,14.65,Apprentissage,2022-11
8277141,C1,F18,2021-02-27,13:39:00,413,Panne mécanique,2021-02-27,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-02,0.0,1.0,0.0,Test,2021-02
8395818,C1,F27,2021-10-14,11:58:00,373,Panne mécanique,2021-10-14,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-10,0.0,2.0,0.0,Test,2021-10
8011541,C4,F4,2021-06-17,14:29:00,353,Panne mécanique,2021-06-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-06,586.0,1.0,9.766666666666667,Apprentissage,2021-06
6889611,C1,F27,2021-08-16,14:01:00,1516,Panne mécanique,2021-08-16,Diesel,Higgins,Assistance,0,1,0,0,0,0,0,2021-08,3012.0,4.0,50.2,Apprentissage,2021-08
5981006,C4,,2022-11-29,11:55:00,171,Panne mécanique,2022-11-29,Essence,MCS,Assistance,1,0,0,0,0,0,1,2022-11,,,,Test,2022-11
7341344,C1,F0,2022-01-15,17:25:00,657,Panne mécanique,2022-01-15,Diesel,Higgins,Assistance,1,0,1,0,0,0,0,2022-01,742.0,2.0,12.366666666666667,Apprentissage,2022-01
6404115,C5,F32,2022-09-26,15:28:00,1648,Accident,2022-09-26,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-09,403.0,1.0,6.716666666666667,Apprentissage,2022-09
6626683,C10,F17,2021-11-25,12:57:00,1421,Panne mécanique,2021-11-25,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-11,436.0,3.0,7.266666666666667,Apprentissage,2021-11
6351730,C6,F47,2022-08-16,17:14:00,710,Panne mécanique,2022-08-16,Autre,MCS,Assistance,1,1,0,0,0,0,0,2022-08,3923.0,11.0,65.38333333333334,Apprentissage,2022-08
7672306,C1,F1,2022-12-24,16:26:00,1611,Panne mécanique,2022-12-24,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-12,208.0,1.0,3.466666666666667,Apprentissage,2022-12
7914975,C1,F1,2021-09-01,08:16:00,508,Panne mécanique,2021-09-01,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2021-09,757.0,3.0,12.616666666666667,Apprentissage,2021-09
6501082,C3,F7,2021-11-25,14:00:00,767,Panne mécanique,2021-11-25,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-11,88.0,2.0,1.4666666666666666,Apprentissage,2021-11
6260291,C1,F118,2021-09-25,19:23:00,1290,"Clés, Carburant, Crevaison",2021-09-25,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-09,166.0,1.0,2.7666666666666666,Apprentissage,2021-09
7627611,C7,F12,2021-03-21,14:35:00,1116,Panne mécanique,2021-03-21,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2021-03,3656.0,9.0,60.93333333333333,Apprentissage,2021-03
7409995,C3,F3,2022-04-24,15:48:00,1235,Autres,2022-04-24,Essence,MCS,,0,0,0,0,0,0,0,2022-04,153.0,1.0,2.55,Apprentissage,2022-04
8313568,C4,F23,2021-07-09,12:33:00,497,Panne mécanique,2021-07-09,Essence,Higgins,Assistance,1,0,1,0,0,0,0,2021-07,0.0,5.0,0.0,Test,2021-07
6927607,C10,F16,2022-04-22,15:06:00,1347,Autres,2022-04-22,Electricité,MCS,Assistance,1,1,0,0,0,0,0,2022-04,1815.0,10.0,30.25,Apprentissage,2022-04
6116787,C8,F13,2022-11-07,15:33:00,1098,Panne mécanique,2022-11-07,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,359.0,1.0,5.983333333333333,Apprentissage,2022-11
7933867,C3,F5,2021-02-05,15:40:00,1241,"Clés, Carburant, Crevaison",2021-02-05,Essence,Higgins,Assistance,0,0,0,0,0,1,0,2021-02,1071.0,2.0,17.85,Apprentissage,2021-02
5544733,C4,F23,2022-09-26,13:37:00,990,Vol / Vandalisme,2022-09-26,Essence,MCS,,1,0,0,0,0,0,0,2022-09,917.0,3.0,15.283333333333333,Apprentissage,2022-09
8396437,C3,F24,2021-09-05,18:23:00,1248,Panne mécanique,2021-09-05,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-09,0.0,5.0,0.0,Test,2021-09
6995359,C4,F4,2022-11-28,09:29:00,171,Panne mécanique,2022-11-28,Essence,MCS,Assistance,1,0,0,0,0,0,1,2022-11,,,,Test,2022-11
7848453,C4,F4,2022-10-29,15:00:00,1455,Panne mécanique,2022-10-29,Essence,Higgins,,1,0,0,0,0,0,0,2022-10,436.0,2.0,7.266666666666667,Apprentissage,2022-10
7470196,C4,F4,2021-12-04,19:44:00,1288,"Clés, Carburant, Crevaison",2021-12-04,Diesel,MCS,Assistance,1,0,1,0,1,1,0,2021-12,5833.0,15.0,97.21666666666667,Apprentissage,2021-12
7381377,C4,F23,2022-07-28,20:05:00,208,Accident,2022-07-28,Diesel,MCS,Assistance,1,0,1,1,0,0,0,2022-07,3200.0,6.0,53.333333333333336,Apprentissage,2022-07
6500807,C4,F23,2022-06-30,00:59:00,1591,Accident,2022-06-30,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-06,571.0,1.0,9.516666666666667,Apprentissage,2022-06
7116280,C4,F23,2021-08-26,20:51:00,1574,Panne mécanique,2021-08-26,Essence,MCS,,1,0,1,0,1,0,0,2021-08,1635.0,4.0,27.25,Apprentissage,2021-08
8376106,C5,F99,2022-04-28,18:28:00,1114,Panne mécanique,2022-04-28,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-04,0.0,1.0,0.0,Test,2022-04
8277562,C1,F1,2021-04-02,17:10:00,1241,"Clés, Carburant, Crevaison",2021-04-02,Electricité,Higgins,Assistance,1,0,0,0,0,0,0,2021-04,0.0,1.0,0.0,Test,2021-04
8267625,C1,F0,2022-07-08,13:03:00,2015,Panne mécanique,2022-07-08,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-07,0.0,2.0,0.0,Test,2022-07
8481538,C1,F0,2022-12-30,23:39:00,1068,Panne mécanique,2022-12-30,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-12,0.0,1.0,0.0,Test,2022-12
7620404,C3,F3,2021-01-08,15:50:00,1638,Panne mécanique,2021-01-08,GPL,Higgins,Assistance,1,0,0,0,0,0,0,2021-01,201.0,1.0,3.35,Apprentissage,2021-01
7084841,C4,F4,2022-03-01,13:42:00,434,"Clés, Carburant, Crevaison",2022-03-01,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-03,199.0,1.0,3.316666666666667,Apprentissage,2022-03
5916879,C4,F4,2022-05-14,09:05:00,1291,Panne mécanique,2022-05-14,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-05,466.0,1.0,7.766666666666667,Apprentissage,2022-05
6490035,C14,F230,2022-01-13,13:35:00,1478,Panne mécanique,2022-01-13,Electricité,MCS,Assistance,1,0,0,0,0,0,0,2022-01,286.0,1.0,4.766666666666667,Apprentissage,2022-01
8383741,C15,F117,2021-07-21,12:14:00,712,Panne mécanique,2021-07-21,Autre,MCS,Assistance,1,0,0,0,0,0,0,2021-07,0.0,2.0,0.0,Test,2021-07
5591238,C4,F4,2022-09-23,13:59:00,171,Panne mécanique,2022-09-23,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2022-09,,,,Test,2022-09
6686263,C3,F28,2022-02-11,17:28:00,1507,Panne mécanique,2022-02-11,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-02,701.0,1.0,11.683333333333334,Apprentissage,2022-02
5626480,C4,F4,2021-02-13,11:09:00,1367,Panne mécanique,2021-02-13,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-02,441.0,2.0,7.35,Apprentissage,2021-02
8133801,C3,F10,2022-01-18,10:13:00,221,"Clés, Carburant, Crevaison",2022-01-18,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-01,103.0,1.0,1.7166666666666666,Apprentissage,2022-01
7547099,C10,F17,2021-08-11,20:44:00,713,Panne mécanique,2021-08-11,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-08,877.0,3.0,14.616666666666667,Apprentissage,2021-08
7363847,C18,F34,2021-08-18,16:43:00,478,Panne mécanique,2021-08-18,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-08,820.0,2.0,13.666666666666666,Apprentissage,2021-08
6214256,C3,F10,2021-08-24,16:14:00,1393,Accident,2021-08-24,Diesel,MCS,,1,0,0,0,0,0,0,2021-08,445.0,1.0,7.416666666666667,Apprentissage,2021-08
7648178,C1,F1,2022-07-17,15:17:00,707,Panne mécanique,2022-07-17,Essence,Higgins,Assistance,1,1,0,0,0,0,0,2022-07,999.0,5.0,16.65,Apprentissage,2022-07
7452321,C4,F23,2021-11-20,11:21:00,803,Accident,2021-11-19,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-11,283.0,1.0,4.716666666666667,Apprentissage,2021-11
7198396,C4,,2022-11-23,12:23:00,1492,Panne mécanique,2022-11-23,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,256.0,1.0,4.266666666666667,Apprentissage,2022-11
6315134,C4,F4,2021-12-11,14:34:00,1226,Accident,2021-12-11,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-12,1547.0,6.0,25.783333333333335,Apprentissage,2021-12
7613938,C8,F32,2021-02-24,08:45:00,171,,2021-02-24,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2021-02,745.0,4.0,12.416666666666666,Apprentissage,2021-02
6137590,C4,F23,2021-02-20,15:47:00,961,Accident,2021-02-20,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-02,593.0,2.0,9.883333333333333,Apprentissage,2021-02
7836690,C7,F58,2021-06-01,17:28:00,799,Panne mécanique,2021-06-01,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-06,140.0,1.0,2.3333333333333335,Apprentissage,2021-06
6490505,C1,F0,2022-05-01,15:34:00,1228,"Clés, Carburant, Crevaison",2022-05-01,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-05,218.0,1.0,3.6333333333333333,Apprentissage,2022-05
6919015,C4,F4,2022-10-21,10:38:00,231,Panne mécanique,2022-10-21,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-10,475.0,3.0,7.916666666666667,Apprentissage,2022-10
7073932,C1,F0,2022-11-10,08:47:00,1219,Panne mécanique,2022-11-10,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,110.0,1.0,1.8333333333333333,Apprentissage,2022-11
8279246,C1,F1,2021-01-21,18:18:00,1635,Panne mécanique,2021-01-21,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2021-01,0.0,2.0,0.0,Test,2021-01
8038470,C4,F14,2021-10-19,09:25:00,1329,Accident,2021-10-19,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-10,808.0,3.0,13.466666666666667,Apprentissage,2021-10
5569242,C7,F21,2021-04-13,17:19:00,1566,Accident,2021-04-12,inconnu,MCS,Assistance,1,0,0,0,0,0,0,2021-04,880.0,1.0,14.666666666666666,Apprentissage,2021-04
8310545,C5,F102,2021-03-01,09:35:00,567,Panne mécanique,2021-03-01,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-03,0.0,3.0,0.0,Test,2021-03
5950651,C25,F79,2021-05-15,09:28:00,2172,Panne mécanique,2021-05-15,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-05,477.0,4.0,7.95,Apprentissage,2021-05
7289854,C4,F4,2022-04-14,14:40:00,1409,Panne mécanique,2022-04-14,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,624.0,2.0,10.4,Apprentissage,2022-04
7672332,C1,F0,2022-08-09,17:56:00,299,Panne mécanique,2022-07-30,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-08,688.0,3.0,11.466666666666667,Apprentissage,2022-08
7061191,C4,F4,2021-02-24,08:17:00,1371,Panne mécanique,2021-02-24,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-02,274.0,1.0,4.566666666666666,Apprentissage,2021-02
6131873,C10,,2022-03-23,19:49:00,1478,Panne mécanique,2022-03-23,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2022-03,10328.0,47.0,172.13333333333333,Apprentissage,2022-03
6744293,C4,F8,2022-02-07,18:09:00,762,Panne mécanique,2022-02-07,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-02,202.0,1.0,3.3666666666666667,Apprentissage,2022-02
7989873,C0,F1,2021-02-27,07:00:00,1534,Panne mécanique,2021-02-27,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-02,682.0,3.0,11.366666666666667,Apprentissage,2021-02
7725429,C1,F6,2021-06-29,16:41:00,1576,"Clés, Carburant, Crevaison",2021-06-29,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-06,302.0,1.0,5.033333333333333,Apprentissage,2021-06
6464562,C8,F32,2022-06-04,08:27:00,900,Panne mécanique,2022-06-04,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-06,478.0,3.0,7.966666666666667,Apprentissage,2022-06
8098146,C1,F0,2022-01-07,09:40:00,193,Panne mécanique,2022-01-07,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-01,141.0,1.0,2.35,Apprentissage,2022-01
6744111,C8,F55,2022-12-15,21:27:00,931,Panne mécanique,2022-12-15,,MCS,Assistance,1,0,0,0,0,0,0,2022-12,928.0,2.0,15.466666666666667,Apprentissage,2022-12
8280336,C7,F43,2021-02-16,11:14:00,1379,Panne mécanique,2021-02-16,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-02,0.0,2.0,0.0,Test,2021-02
6437676,C1,F0,2021-07-26,17:04:00,678,Panne mécanique,2021-07-26,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-07,1215.0,4.0,20.25,Apprentissage,2021-07
7588806,C1,F0,2022-03-12,10:31:00,171,Panne mécanique,2022-03-12,Essence,MCS,Assistance,1,0,0,0,0,0,1,2022-03,,,,Test,2022-03
7891666,C10,F17,2021-01-28,11:01:00,1075,Panne mécanique,2021-01-28,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-01,239.0,2.0,3.9833333333333334,Apprentissage,2021-01
8417788,C1,F6,2021-06-01,17:55:00,932,"Clés, Carburant, Crevaison",2021-06-01,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-06,0.0,1.0,0.0,Test,2021-06
7798649,C4,F4,2021-01-25,18:26:00,644,Panne mécanique,2021-01-25,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-01,399.0,2.0,6.65,Apprentissage,2021-01
5538706,C7,F146,2021-07-08,09:38:00,311,Panne mécanique,2021-07-08,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2021-07,923.0,1.0,15.383333333333333,Apprentissage,2021-07
6802946,C1,F6,2021-04-26,15:38:00,1791,Accident,2021-04-26,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-04,655.0,2.0,10.916666666666666,Apprentissage,2021-04
6292258,C3,F7,2021-10-24,12:33:00,174,Panne mécanique,2021-10-24,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2021-10,981.0,4.0,16.35,Apprentissage,2021-10
7168207,C10,F148,2021-02-11,13:39:00,951,Panne mécanique,2021-02-11,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-02,209.0,1.0,3.4833333333333334,Apprentissage,2021-02
7997717,C3,F3,2021-06-21,15:25:00,1855,"Clés, Carburant, Crevaison",2021-06-21,Essence,MCS,,1,0,0,0,0,0,0,2021-06,226.0,1.0,3.7666666666666666,Apprentissage,2021-06
7915070,C8,F153,2022-12-26,18:03:00,1704,Panne mécanique,2022-12-26,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2022-12,1068.0,1.0,17.8,Apprentissage,2022-12
7085413,C4,F8,2021-12-02,17:17:00,1007,Panne mécanique,2021-12-02,Autre,MCS,Assistance,1,0,0,0,0,0,0,2021-12,336.0,1.0,5.6,Apprentissage,2021-12
7327854,C4,F4,2022-03-12,11:11:00,497,Panne mécanique,2022-03-12,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-03,1008.0,3.0,16.8,Apprentissage,2022-03
7357950,C4,F4,2021-11-24,14:30:00,1747,Accident,2021-11-24,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-11,1505.0,5.0,25.083333333333332,Apprentissage,2021-11
6171362,C4,F4,2022-11-20,12:35:00,646,"Clés, Carburant, Crevaison",2022-11-20,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,774.0,1.0,12.9,Apprentissage,2022-11
7402358,C11,F25,2022-07-08,17:52:00,1161,Accident,2022-06-16,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-07,2057.0,5.0,34.28333333333333,Apprentissage,2022-07
7549843,C4,F4,2021-07-15,09:26:00,1257,Panne mécanique,2021-07-15,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-07,576.0,2.0,9.6,Apprentissage,2021-07
6586756,C3,F3,2021-04-20,11:12:00,567,Accident,2021-04-15,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-04,1781.0,3.0,29.683333333333334,Apprentissage,2021-04
6580336,C4,F4,2022-05-18,16:36:00,573,Accident,2022-05-18,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-05,586.0,2.0,9.766666666666667,Apprentissage,2022-05
8367476,C4,F4,2021-10-30,17:06:00,705,Panne mécanique,2021-10-30,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-10,0.0,2.0,0.0,Test,2021-10
6683871,C3,F60,2022-07-20,19:46:00,1772,Panne mécanique,2022-07-20,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-07,717.0,2.0,11.95,Apprentissage,2022-07
5753533,C10,F17,2021-03-31,13:49:00,171,Panne mécanique,2021-03-31,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2021-03,1316.0,5.0,21.933333333333334,Apprentissage,2021-03
6048217,C3,F3,2022-08-31,14:36:00,562,Panne mécanique,2022-08-31,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-08,222.0,2.0,3.7,Apprentissage,2022-08
6740794,C3,F136,2022-05-14,12:12:00,862,Panne mécanique,2022-05-14,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-05,791.0,2.0,13.183333333333334,Apprentissage,2022-05
5586558,C4,F168,2022-10-15,16:11:00,1962,"Clés, Carburant, Crevaison",2022-10-15,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-10,597.0,2.0,9.95,Apprentissage,2022-10
5671426,C10,F17,2022-04-12,09:59:00,1022,Panne mécanique,2022-04-12,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2022-04,5329.0,24.0,88.81666666666666,Apprentissage,2022-04
8075109,C3,F5,2021-04-01,11:52:00,340,Accident,2021-04-01,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-04,1741.0,5.0,29.016666666666666,Apprentissage,2021-04
5933565,C1,F0,2022-04-12,16:42:00,2403,Panne mécanique,2022-04-12,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,297.0,1.0,4.95,Apprentissage,2022-04
6422545,C4,F4,2021-12-23,15:46:00,869,Panne mécanique,2021-12-23,Essence,MCS,Assistance,1,0,1,0,0,0,0,2021-12,1382.0,4.0,23.033333333333335,Apprentissage,2021-12
6939771,C8,F32,2021-05-23,20:58:00,464,Autres,2021-05-23,Essence,MCS,Assistance,0,0,0,0,0,0,0,2021-05,1138.0,1.0,18.966666666666665,Apprentissage,2021-05
8010656,C7,F181,2022-02-07,17:27:00,867,Panne mécanique,2022-02-07,Diesel,MCS,,1,0,0,0,0,0,0,2022-02,1581.0,5.0,26.35,Apprentissage,2022-02
6461349,C7,F12,2022-07-23,16:37:00,1153,Panne mécanique,2022-07-23,Diesel,MCS,Assistance,0,0,0,0,0,1,0,2022-07,1714.0,1.0,28.566666666666666,Apprentissage,2022-07
7404541,C1,F6,2022-11-15,15:40:00,1580,"Clés, Carburant, Crevaison",2022-11-15,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-11,322.0,1.0,5.366666666666666,Apprentissage,2022-11
6093565,C23,F53,2021-09-30,16:58:00,1399,"Clés, Carburant, Crevaison",2021-09-30,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-09,630.0,2.0,10.5,Apprentissage,2021-09
8045867,C7,F104,2022-09-12,07:43:00,1020,Panne mécanique,2022-09-12,Diesel,MCS,Assistance,1,0,0,1,0,0,0,2022-09,1745.0,4.0,29.083333333333332,Apprentissage,2022-09
6967910,C39,F151,2022-04-16,17:38:00,712,Panne mécanique,2022-04-16,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2022-04,4511.0,10.0,75.18333333333334,Apprentissage,2022-04
7256035,C10,F17,2022-07-22,14:38:00,847,Panne mécanique,2022-07-22,Essence,MCS,Assistance,1,1,0,0,0,0,0,2022-07,2845.0,11.0,47.416666666666664,Apprentissage,2022-07
6049181,C4,F4,2022-04-12,09:34:00,187,Panne mécanique,2022-04-12,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,368.0,1.0,6.133333333333334,Apprentissage,2022-04
7261587,C5,F99,2021-01-28,14:11:00,1094,Panne mécanique,2021-01-28,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-01,660.0,1.0,11.0,Apprentissage,2021-01
7527569,C3,F24,2022-10-14,14:08:00,428,Panne mécanique,2022-10-14,Essence,MCS,Assistance,1,1,0,0,0,0,0,2022-10,2024.0,5.0,33.733333333333334,Apprentissage,2022-10
